level,notation,prefLabel
0,A,Allgemeines
1,AN,Allgemeine Nachschlagewerke
2,AN.A,Allgemeine Lexika und Enzyklopädien
2,AN.B,Allgemeine Bibliographien
2,AN.E,Allgemeine Adress- und Telefonverzeichnisse
2,AN.F,Fahrpläne
2,AN.I,Allgemeine Handbücher des Wissens
2,AN.J,Allgemeine Jahrbücher und Kalender
2,AN.K,Allgemeine Abkürzungsverzeichnisse
2,AN.V,Weitere allgemeine Nachschlagewerke und Verzeichnisse
1,AS,Vermischte allgemeine Schriften
0,B,Biographisches
1,BA,Allgemeine Sammelbiographien
2,BA.SYS,Allgemeine Sammelbiographien aus einzelnen Themenbereichen
1,BB,"Briefe, Tagebücher"
2,BB.SYS,"Briefe, Tagebücher aus einzelnen Themenbereichen"
1,BI,Einzelbiographien
2,BI.SYS,Einzelbiographien aus einzelnen Themenbereichen
1,BL,Allgemeine Bildnissammlungen
2,BL.SYS,Allgemeine Bildnissammlungen aus einzelnen Themenbereichen
1,BO,Erfahrungsberichte und Lebensbilder
2,BO.SYS,Erfahrungsberichte und Lebensbilder aus einzelnen Themenbereichen
0,D,Belletristik
1,DA,Gattungsübergreifende Anthologien
2,DA.D,Deutscher Sprachraum
2,DA.O,Österreich
2,DA.P,Europa
2,DA.S,Außereuropa
2,DA.T,Themenkreise
1,DC,"Comics und Graphic Novels (für Erwachsene)"
2,DC.C,Comics
2,DC.G,Graphic Novels
2,DC.K,"Cartoons, Karikaturen"
2,DC.M,Mangas
2,DC.S,Sachcomics
1,DD,"Epen, Märchen, epische Kleinformen"
2,DD.E,"Epen, Verserzählungen"
2,DD.M,"Märchen, Sagen, Volksbücher, Schwänke, Legenden, Fabeln"
2,DD.P,"Anekdoten, Witze, Aphorismen"
1,DG,Gesammelte Werke einzelner Schriftsteller
2,DG.D,Deutscher Sprachraum
2,DG.O,Österreich
2,DG.P,Europa
2,DG.S,Außereuropa
2,DG.T,Themenkreise
1,DL,Lyrik
2,DL.A,Lyrikanthologien
3,DL.AD,Deutscher Sprachraum
3,DL.AO,Österreich
3,DL.AP,Europa
3,DL.AS,Außereuropa
3,DL.AT,Themenkreise
1,DR,"Romane, Erzählungen und Novellen"
2,DR.A,Prosaanthologien
3,DR.AD,Deutscher Sprachraum
3,DR.AO,Österreich
3,DR.AP,Europa
3,DR.AS,Außereuropa
3,DR.AT,Themenkreise
2,DR.B,"Bauern-, Heimat-, Natur- und Dorfromane"
2,DR.D,Kriminalromane
3,DR.DH,Historische Kriminalromane
3,DR.DR,Regionalkrimis
2,DR.E,"Thriller, Spannungs- und Agentenromane"
2,DR.F,"Fantasyromane, Phantastische Romane"
2,DR.G,"Gesellschafts-, Liebes-, erotische und Eheromane"
2,DR.H,Historische Romane
2,DR.I,Kindheit und Jugend im Roman
2,DR.J,"Romane, Erzählungen und Novellen für Jugendliche"
3,DR.JA,Anthologien
3,DR.JD,Kriminalromane für Jugendliche
3,DR.JE,Spannungs- und Agentenromane für Jugendliche
3,DR.JF,Fantasy-Romane für Jugendliche
3,DR.JG,Gesellschafts- und Liebesromane für Jugendliche
3,DR.JH,Historische Romane für Jugendliche
3,DR.JK,Kriegs- und Antikriegsromane für Jugendliche
3,DR.JL,"Heitere Romane, Humor und Satiren für Jugendliche"
3,DR.JR,Reiseromane für Jugendliche
3,DR.JS,Horror- und Gespenstergeschichten und Schauerromane für Jugendliche
3,DR.JT,Tierromane für Jugendliche
3,DR.JU,Science Fiction-Romane für Jugendliche
3,DR.JV,Abenteuerromane für Jugendliche
3,DR.JW,"Bildungs-, Entwicklungs- und Erziehungsromane für Jugendliche"
3,DR.JZ,Politische und sozialkritische Romane für Jugendliche
2,DR.K,Kriegs- und Antikriegsromane
2,DR.L,"Heitere Romane, Humor und Satiren"
2,DR.N,Romane über Homosexualität und Diversität
2,DR.O,Romane: Einzelne Kulturen und Länder
2,DR.R,Reiseromane
2,DR.S,Horror- und Schauerromane
2,DR.T,Tier- und Jagdromane
2,DR.U,Science Fiction-Romane und Utopische Romane
2,DR.V,Abenteuerromane
2,DR.W,"Bildungs-, Entwicklungs- und Erziehungsromane"
3,DR.WB,Biographische und autobiographische Romane
3,DR.WK,Künstlerromane
3,DR.WP,"Ideenromane, Philosophische und Religiöse Romane"
2,DR.Y,"Leichte Sprache / leicht lesbare Texte"
2,DR.Z,Politische und sozialkritische Romane
3,DR.ZA,Romane aus der Arbeitswelt
3,DR.ZM,Romane zum Thema Migration
3,DR.ZT,"Romane aus der Welt der Wissenschaft, Forschung und Technik"
3,DR.ZU,Romane zum Thema Umweltschutz und Ökologie
3,DR.ZW,"Romane aus der Welt der Wirtschaft, Medien und Justiz"
1,DT,Dramatik
2,DT.D,Bühnendramatik
3,DT.DA,Anthologien
2,DT.H,Hörspiele
3,DT.HA,Hörspielanthologien
2,DT.K,Kabarett-Texte
0,E,"Reisen, regionale Geographie, Landeskunde"
1,EH,Österreich
2,EH.A,Allgemeine und einführende Schriften
3,EH.AK,Atlanten
3,EH.AR,Geographie
3,EH.AV,Brauchtum
3,EH.AX,Sportreiseführer
3,EH.AY,Reiseberichte
2,EH.B,Burgenland
3,EH.BX,Sportreiseführer
3,EH.BY,Reiseberichte
2,EH.K,Kärnten
3,EH.KX,Sportreiseführer
3,EH.KY,Reiseberichte
2,EH.M,Steiermark
3,EH.MX,Sportreiseführer
3,EH.MY,Reiseberichte
2,EH.N,Niederösterreich
3,EH.NX,Sportreiseführer
3,EH.NY,Reiseberichte
2,EH.O,Oberösterreich
3,EH.OX,Sportreiseführer
3,EH.OY,Reiseberichte
2,EH.Q,"Biographisches, Sekundärliteratur"
3,EH.QS,"Sammelbiographien, Sammeldarstellungen"
3,EH.QW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
2,EH.S,Salzburg
3,EH.SX,Sportreiseführer
3,EH.SY,Reiseberichte
2,EH.T,Tirol
3,EH.TX,Sportreiseführer
3,EH.TY,Reiseberichte
2,EH.V,Vorarlberg
3,EH.VX,Sportreiseführer
3,EH.VY,Reiseberichte
2,EH.W,Wien
3,EH.WB,Wiener Bezirke
4,EH.WBA,Innere Stadt
4,EH.WBB,Leopoldstadt
4,EH.WBC,Landstraße
4,EH.WBD,Wieden
4,EH.WBE,Margareten
4,EH.WBF,Mariahilf
4,EH.WBG,Neubau
4,EH.WBH,Josefstadt
4,EH.WBI,Alsergrund
4,EH.WBK,Favoriten
4,EH.WBL,Simmering
4,EH.WBM,Meidling
4,EH.WBN,Hietzing
4,EH.WBO,Penzing
4,EH.WBP,Rudolfsheim-Fünfhaus
4,EH.WBR,Ottakring
4,EH.WBS,Hernals
4,EH.WBT,Währing
4,EH.WBU,Döbling
4,EH.WBV,Brigittenau
4,EH.WBW,Floridsdorf
4,EH.WBY,Donaustadt
4,EH.WBZ,Liesing
3,EH.WX,Sportreiseführer
3,EH.WY,Reiseberichte
1,EL,"Reisen, regionale Geographie, Landeskunde"
2,EL.A,Allgemeine und einführende Schriften
3,EL.AG,Geschichte des Reisens
3,EL.AK,"Atlanten, Kartographie"
3,EL.AR,Ratgeber Reisevorbereitung
2,EL.E,Europa
3,EL.EB,Südosteuropa
4,EL.EBC,Zypern
4,EL.EBG,"Griechenland (Festland)"
4,EL.EBI,"Griechenland (Inseln)"
4,EL.EBN,"Slowenien, Kroatien"
4,EL.EBR,"Rumänien, Bulgarien, Moldawien"
4,EL.EBS,"Serbien, Bosnien-Herzegowina, Montenegro, Makedonien, Albanien"
4,EL.EBX,Sportreiseführer
4,EL.EBY,Reiseberichte
3,EL.EC,"Schweiz, Liechtenstein"
4,EL.ECX,Sportreiseführer
4,EL.ECY,Reiseberichte
3,EL.ED,Deutschland
4,EL.EDN,Norddeutschland
4,EL.EDO,Ostdeutschland
4,EL.EDS,Süddeutschland
4,EL.EDW,Westdeutschland
4,EL.EDX,Sportreiseführer
4,EL.EDY,Reiseberichte
3,EL.EF,Frankreich
4,EL.EFC,Zentralfrankreich
4,EL.EFO,Nordostfrankreich
4,EL.EFS,Südfrankreich
4,EL.EFW,Westfrankreich
4,EL.EFX,Sportreiseführer
4,EL.EFY,Reiseberichte
3,EL.EG,"Großbritannien, Irland"
4,EL.EGE,"England, Wales, Nordirland"
4,EL.EGI,Irland
4,EL.EGS,Schottland
4,EL.EGX,Sportreiseführer
4,EL.EGY,Reiseberichte
3,EL.EH,"Niederlande, Belgien, Luxemburg"
4,EL.EHX,Sportreiseführer
4,EL.EHY,Reiseberichte
3,EL.EI,"Italien, Malta"
4,EL.EIA,Malta
4,EL.EIM,Mittelitalien
4,EL.EIN,Norditalien
4,EL.EIS,Süditalien
4,EL.EIX,Sportreiseführer
4,EL.EIY,Reiseberichte
3,EL.EN,Nordeuropa
4,EL.END,Dänemark
4,EL.ENF,Finnland
4,EL.ENI,Island
4,EL.ENN,Norwegen
4,EL.ENS,Schweden
4,EL.ENX,Sportreiseführer
4,EL.ENY,Reiseberichte
3,EL.EO,"Russland, Baltikum, Ukraine, Weißrussland"
4,EL.EOB,Baltikum
4,EL.EOK,Ukraine
4,EL.EOX,Sportreiseführer
4,EL.EOY,Reiseberichte
3,EL.EP,Polen
4,EL.EPX,Sportreiseführer
4,EL.EPY,Reiseberichte
3,EL.ES,Spanien und Portugal
4,EL.ESI,"Balearen, Kanarische Inseln"
4,EL.ESP,Portugal
4,EL.ESS,"Spanien (Festland)"
4,EL.ESX,Sportreiseführer
4,EL.ESY,Reiseberichte
3,EL.ET,"Tschechien, Slowakei"
4,EL.ETX,Sportreiseführer
4,EL.ETY,Reiseberichte
3,EL.EU,Ungarn
4,EL.EUX,Sportreiseführer
4,EL.EUY,Reiseberichte
3,EL.EX,Sportreiseführer
3,EL.EY,Reiseberichte
2,EL.F,Afrika
3,EL.FI,Afrikanische Inseln
3,EL.FM,"West-, Zentral-, Ostafrika"
4,EL.FMO,Ostafrika
4,EL.FMW,Westafrika
4,EL.FMZ,Zentralafrika
3,EL.FN,Nordafrika
3,EL.FS,Südliches Afrika
3,EL.FX,Sportreiseführer
3,EL.FY,Reiseberichte
2,EL.M,Amerika
3,EL.MK,Kanada
3,EL.MM,Mittelamerika
3,EL.MS,Südamerika
3,EL.MU,USA
3,EL.MX,Sportreiseführer
3,EL.MY,Reiseberichte
2,EL.P,Polargebiete
2,EL.S,Asien
3,EL.SM,Zentral- und Ostasien
4,EL.SMC,China
4,EL.SMJ,Japan
3,EL.SO,Südostasien
3,EL.SS,Südasien
3,EL.SV,Vorderasien
4,EL.SVA,"Syrien, Libanon, Jordanien, Palästina, Irak, Saudi-Arabien, Jemen, Oman, Dubai, Katar"
4,EL.SVE,"Iran, Afghanistan, Armenien, Aserbaidschan, Georgien"
4,EL.SVI,Israel
4,EL.SVT,Türkei
3,EL.SX,Sportreiseführer
3,EL.SY,Reiseberichte
2,EL.U,"Australien, Neuseeland, Ozeanien"
3,EL.UA,Australien
3,EL.UN,Neuseeland
3,EL.UO,Ozeanien
3,EL.UX,Sportreiseführer
3,EL.UY,Reiseberichte
2,EL.W,"Weltreisen, Reisen über mehrere Kontinente"
3,EL.WX,Sportreiseführer
3,EL.WY,Reiseberichte
1,ER,Historische Reiseberichte
2,ER.E,Europa
2,ER.F,Afrika
2,ER.M,Amerika
2,ER.P,Polargebiete
2,ER.Q,"Biographisches, Sekundärliteratur"
3,ER.QS,"Sammelbiographien, Sammeldarstellungen"
2,ER.S,Asien
2,ER.U,"Australien, Neuseeland, Ozeanien"
2,ER.W,Weltreisen
0,F,Fremdsprachige Schriften
1,FS,Einzelne Sprachen
2,FS.E,Englische Schriften
3,FS.EE,Lesetexte zum Spracherwerb
3,FS.EZ,Mehrsprachige Ausgaben
2,FS.G,Schriften in alten Sprachen der klassischen Antike
3,FS.GG,Altgriechische Schriften
4,FS.GGE,Lesetexte zum Spracherwerb
4,FS.GGZ,Mehrsprachige Ausgaben
3,FS.GL,Lateinische Schriften
4,FS.GLE,Lesetexte zum Spracherwerb
4,FS.GLZ,Mehrsprachige Ausgaben
2,FS.K,Schriften in skandinavischen Sprachen
3,FS.KD,Dänische Schriften
4,FS.KDE,Lesetexte zum Spracherwerb
4,FS.KDZ,Mehrsprachige Ausgaben
3,FS.KI,Isländische Schriften
4,FS.KIE,Lesetexte zum Spracherwerb
4,FS.KIZ,Mehrsprachige Ausgaben
3,FS.KN,Norwegische Schriften
4,FS.KNE,Lesetexte zum Spracherwerb
4,FS.KNZ,Mehrsprachige Ausgaben
3,FS.KS,Schwedische Schriften
4,FS.KSE,Lesetexte zum Spracherwerb
4,FS.KSZ,Mehrsprachige Ausgaben
2,FS.R,Schriften in romanischen Sprachen
3,FS.RF,Französische Schriften
4,FS.RFE,Lesetexte zum Spracherwerb
4,FS.RFZ,Mehrsprachige Ausgaben
3,FS.RI,Italienische Schriften
4,FS.RIE,Lesetexte zum Spracherwerb
4,FS.RIZ,Mehrsprachige Ausgaben
3,FS.RP,Portugiesische Schriften
4,FS.RPE,Lesetexte zum Spracherwerb
4,FS.RPZ,Mehrsprachige Ausgaben
3,FS.RS,Spanische Schriften
4,FS.RSE,Lesetexte zum Spracherwerb
4,FS.RSZ,Mehrsprachige Ausgaben
2,FS.S,Schriften in slawischen Sprachen
3,FS.SA,Slowakische Schriften
4,FS.SAE,Lesetexte zum Spracherwerb
4,FS.SAZ,Mehrsprachige Ausgaben
3,FS.SK,Kroatische Schriften
4,FS.SKE,Lesetexte zum Spracherwerb
4,FS.SKZ,Mehrsprachige Ausgaben
3,FS.SO,Slowenische Schriften
4,FS.SOE,Lesetexte zum Spracherwerb
4,FS.SOZ,Mehrsprachige Ausgaben
3,FS.SP,Polnische Schriften
4,FS.SPE,Lesetexte zum Spracherwerb
4,FS.SPZ,Mehrsprachige Ausgaben
3,FS.SR,Russische Schriften
4,FS.SRE,Lesetexte zum Spracherwerb
4,FS.SRZ,Mehrsprachige Ausgaben
3,FS.SS,Serbische Schriften
4,FS.SSE,Lesetexte zum Spracherwerb
4,FS.SSZ,Mehrsprachige Ausgaben
3,FS.ST,Tschechische Schriften
4,FS.STE,Lesetexte zum Spracherwerb
4,FS.STZ,Mehrsprachige Ausgaben
2,FS.T,Schriften in weiteren europäischen Sprachen
3,FS.TG,Neugriechische Schriften
4,FS.TGE,Lesetexte zum Spracherwerb
4,FS.TGZ,Mehrsprachige Ausgaben
3,FS.TI,Holländische Schriften
4,FS.TIE,Lesetexte zum Spracherwerb
4,FS.TIZ,Mehrsprachige Ausgaben
3,FS.TU,Ungarische Schriften
4,FS.TUE,Lesetexte zum Spracherwerb
4,FS.TUZ,Mehrsprachige Ausgaben
2,FS.U,Schriften in außereuropäischen Sprachen
3,FS.UA,Arabische Schriften
4,FS.UAE,Lesetexte zum Spracherwerb
4,FS.UAZ,Mehrsprachige Ausgaben
3,FS.UC,Chinesische Schriften
4,FS.UCE,Lesetexte zum Spracherwerb
4,FS.UCZ,Mehrsprachige Ausgaben
3,FS.UF,Schriften in afrikanischen Sprachen
4,FS.UFE,Lesetexte zum Spracherwerb
4,FS.UFZ,Mehrsprachige Ausgaben
3,FS.UH,Hebräische und jiddische Schriften
4,FS.UHE,Lesetexte zum Spracherwerb
4,FS.UHZ,Mehrsprachige Ausgaben
3,FS.UJ,Japanische Schriften
4,FS.UJE,Lesetexte zum Spracherwerb
4,FS.UJZ,Mehrsprachige Ausgaben
3,FS.UP,Persische Schriften
4,FS.UPE,Lesetexte zum Spracherwerb
4,FS.UPZ,Mehrsprachige Ausgaben
3,FS.UT,Türkische Schriften
4,FS.UTE,Lesetexte zum Spracherwerb
4,FS.UTZ,Mehrsprachige Ausgaben
2,FS.V,Mehrsprachige Anthologien
0,G,Geschichte. Gesellschaft. Politik. Medien. Recht. Wirtschaft
1,GE,Geschichte
2,GE.A,"Einführende Schriften, Theorie und Grundlagen"
3,GE.AA,"Historische Atlanten, Zeittafeln"
3,GE.AG,Einzelthemen der Geschichtswissenschaft
3,GE.AT,Klassische Texte der Geschichtswissenschaft
2,GE.B,"Methoden der Geschichtswissenschaft, historische Hilfswissenschaften"
3,GE.BF,"Heraldik, Sphragistik"
3,GE.BG,Genealogie
3,GE.BI,"Epigraphik, Diplomatik"
3,GE.BW,Weitere historische Hilfswissenschaften
2,GE.C,Archäologie
2,GE.D,Deutschland
3,GE.DB,Regionalgeschichte Deutschlands
3,GE.DE,"Einzelfragen, vermischte Schriften"
3,GE.DN,1500-1914
3,GE.DZ,"1914 - 21. Jahrhundert"
4,GE.DZF,1914-1945
4,GE.DZL,1945-1990
4,GE.DZM,Zeit nach 1990
2,GE.E,"Geschichte Europas nach Regionen: 1500 - 21. Jahrhundert"
3,GE.EC,"Schweiz, Liechtenstein"
3,GE.EF,Frankreich
3,GE.EG,"Großbritannien, Irland"
3,GE.EH,"Belgien, Niederlande, Luxemburg"
3,GE.EM,Mittelmeerraum
4,GE.EMG,"Griechenland, Zypern"
4,GE.EMI,"Italien, Malta"
4,GE.EMS,"Spanien, Portugal"
3,GE.EN,Nordeuropa
3,GE.EO,"Ost-, Ostmittel-, Südosteuropa"
4,GE.EOB,"Albanien, Bosnien-Herzegowina, Kroatien, Slowenien, Jugoslawien, Mazedonien, Bulgarien, Rumänien, Moldawien"
4,GE.EOM,"Ungarn, Tschechien, Polen, Slowakei"
4,GE.EOS,"Russland, UdSSR, europäische Nachfolgestaaten der UdSSR"
2,GE.F,Ur- und Frühgeschichte
2,GE.G,"Weltgeschichte und Geschichte Europas nach Zeitabschnitten: 1914 - 21. Jahrhundert"
3,GE.GE,"Einzelfragen, vermischte Schriften"
3,GE.GF,1914-1939
3,GE.GK,1939-1945
3,GE.GL,1945-1989
3,GE.GM,Zeit nach 1989
2,GE.K,Altertum und Spätantike
3,GE.KG,Griechenland
3,GE.KK,"Kelten, Germanen, Slawen"
3,GE.KR,"Rom, Etrusker"
3,GE.KV,Alter Orient
2,GE.M,Mittelalter
3,GE.MB,Byzanz
3,GE.MF,Frühes Mittelalter
3,GE.MH,Hochmittelalter
3,GE.MS,Spätmittelalter
2,GE.N,"Weltgeschichte und Geschichte Europas nach Zeitabschnitten: Neuzeit"
3,GE.NE,"Einzelfragen, vermischte Schriften"
3,GE.NM,1500-1789
3,GE.NN,1789-1914
2,GE.O,Österreich
3,GE.OB,Österreichische Bundesländer
4,GE.OBB,Burgenland
4,GE.OBK,Kärnten
4,GE.OBM,Steiermark
4,GE.OBN,Niederösterreich
4,GE.OBO,Oberösterreich
4,GE.OBS,Salzburg
4,GE.OBT,Tirol
4,GE.OBV,Vorarlberg
4,GE.OBW,Wien
3,GE.OE,"Einzelfragen, vermischte Schriften"
3,GE.OI,"Zeit vor 1500"
3,GE.OM,"1500-1800"
3,GE.ON,"1800-1914"
3,GE.OZ,"1914 - 21. Jahrhundert"
4,GE.OZF,"1914-1938"
4,GE.OZH,"1938-1945"
4,GE.OZL,"1945-1996"
4,GE.OZM,"Zeit nach 1996"
2,GE.Q,"Biographisches, Sekundärliteratur"
3,GE.QE,Geschichte
4,GE.QES,"Sammelbiographien, Sammeldarstellungen"
4,GE.QEW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
3,GE.QO,Österreichische Geschichte
4,GE.QOS,"Sammelbiographien, Sammeldarstellungen"
4,GE.QOW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
3,GE.QT,Nationalsozialismus
4,GE.QTS,"Sammelbiographien, Sammeldarstellungen"
4,GE.QTW,Erfahrungsberichte von Zeitzeugen und Opfern
3,GE.QV,"Geschichtswissenschaft, Archäologie"
4,GE.QVS,"Sammelbiographien, Sammeldarstellungen"
2,GE.S,Zeit des Nationalsozialismus
3,GE.SN,Aufarbeitung der Zeit des Nationalsozialismus
4,GE.SNO,Aufarbeitung der Zeit des Nationalsozialismus in Österreich
3,GE.SP,Innere Struktur und Politik des Dritten Reichs
3,GE.ST,Theorien zum Wesen des Nationalsozialismus
3,GE.SV,Verfolgung und Vernichtung
4,GE.SVO,Verfolgung und Vernichtung in Österreich
3,GE.SW,Widerstand und Emigration
4,GE.SWO,Widerstand und Emigration in Österreich
3,GE.SX,"Einzelthemen, vermischte Schriften"
2,GE.U,Außereuropa
3,GE.UA,"Australien, Neuseeland, Ozeanien"
3,GE.UF,Afrika
4,GE.UFN,Nordafrika
4,GE.UFO,"Ost-, Zentral- und Westafrika"
4,GE.UFS,Südliches Afrika
3,GE.UM,Amerika
4,GE.UMA,Nordamerika
4,GE.UMI,Indianer
4,GE.UMM,Mittelamerika
4,GE.UMS,Südamerika
3,GE.US,Asien
4,GE.USO,"Süd- und Südostasien"
4,GE.USV,"Naher und Mittlerer Osten, Vorderasien"
4,GE.USZ,"Ost- und Zentralasien"
2,GE.W,Weltgeschichte
3,GE.WE,"Einzelfragen, vermischte Schriften"
3,GE.WI,Islamische Welt
3,GE.WJ,Judentum
1,GK,Kulturgeschichte
1,GM,"Medien, Publizistik, Kommunikationswissenschaft"
2,GM.A,Allgemeine und einführende Schriften
3,GM.AG,Mediengeschichte
2,GM.F,"Rundfunk, Fernsehen"
2,GM.J,"Journalismus, Publizistik"
3,GM.JR,Journalistische Reportagen
2,GM.M,"Medien- und Kommunikationswissenschaft, Medienforschung"
3,GM.MP,"Medienpolitik, Medienfreiheit"
2,GM.P,"Pressewesen, Druckmedien"
3,GM.PZ,Einzelne Zeitschriften und Zeitungen
2,GM.Q,"Biographisches, Sekundärliteratur"
3,GM.QS,"Sammelbiographien, Sammeldarstellungen"
3,GM.QW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
1,GP,Politik
2,GP.A,Allgemeine und einführende Schriften
3,GP.AO,"Fächer, Methoden und Grundbegriffe der Politikwissenschaft"
3,GP.AT,Klassische staatstheoretische Texte
4,GP.ATE,Textanthologien
3,GP.AV,Vermischte Schriften
2,GP.B,"Politisches Handeln, politische Kultur, politische Bildung"
3,GP.BA,"Parteien, Interessenverbände, politischer Entscheidungsprozeß, Wahlen"
3,GP.BB,Soziale und politische Bewegungen
3,GP.BR,"Revolution, staatliche Gewalt"
3,GP.BS,Spionage
3,GP.BT,Terrorismus
2,GP.P,"Politische Philosophie, Staatslehre, Ideologien"
3,GP.PA,Anarchismus
3,GP.PD,Demokratie
3,GP.PE,"Rechtsradikalismus, Faschismus"
3,GP.PF,Fundamentalismus
3,GP.PG,Umweltschutzparteien
3,GP.PK,Konservativismus
3,GP.PL,Liberalismus
3,GP.PR,Rassismus
4,GP.PRA,Antisemitismus
3,GP.PS,Sozialistische Strömungen
4,GP.PSM,"Marxismus, Neomarxismus"
4,GP.PSS,"Sozialdemokratie, Austromarxismus, Kommunitarismus"
3,GP.PT,Nationalismus
3,GP.PU,"Utopie, Utopieforschung"
3,GP.PV,Vermischte Schriften
3,GP.PW,Politisches System einzelner Länder
4,GP.PWO,Politisches System Österreichs
2,GP.Q,"Biographisches, Sekundärliteratur"
3,GP.QS,"Sammelbiographien, Sammeldarstellungen"
3,GP.QW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
2,GP.U,Allgemeine Forschungs- und Kulturpolitik
2,GP.W,"Internationale Beziehungen, Internationale Organisationen"
3,GP.WE,Europäische Integration
4,GP.WEV,Vermischte Schriften
3,GP.WF,"Friedens- und Konfliktforschung, Krieg"
4,GP.WFB,"Kriegsberichterstattung, Medien und Krieg"
4,GP.WFF,"Friedensbewegung, Zivile Friedensarbeit"
4,GP.WFS,Friedens- und Sicherheitspolitik
4,GP.WFV,Vermischte Schriften
3,GP.WM,Militärwesen
4,GP.WMD,"Wehrdienst, Zivildienst"
4,GP.WMW,"Waffen, Rüstungspolitik"
3,GP.WO,Österreichische Sicherheitspolitik
3,GP.WV,Vermischte Schriften
1,GR,Recht
2,GR.A,Allgemeine und einführende Schriften
3,GR.AF,Fachfremdsprachen
3,GR.AG,Rechtsgeschichte
3,GR.AT,Klassische Texte der Rechtswissenschaften und Rechtsphilosophie
3,GR.AV,Vermischte Schriften
2,GR.K,"Kriminalistik, Kriminologie"
3,GR.KM,Kriminalfälle und Kriminalprozesse
3,GR.KO,Besondere Erscheinungsformen der Kriminalität
4,GR.KOO,"Organisiertes Verbrechen, internationale Kriminalität"
3,GR.KS,"Strafvollzug, Kriminalpädagogik"
2,GR.M,Internationales Recht
3,GR.ME,Europäische Union
4,GR.MEA,"Arbeits- und Sozialrecht, Niederlassungsrecht und freier Dienstleistungsverkehr"
4,GR.MEI,"Wissenschaft, Information, Bildung, Kultur"
4,GR.MEK,"Justiz und Inneres, justitielle Zusammenarbeit"
4,GR.MEM,"Auswärtige Beziehungen, Außen- und Sicherheitspolitik"
4,GR.MEP,"Rechtsprechung, Gemeinschafts- und nationales Recht"
4,GR.MES,"Institutionelle Fragen, Verfassung, Organe, Grundrechte, freier Personenverkehr"
4,GR.MEV,Besonderes Verwaltungsrecht
4,GR.MEW,"Wirtschaftsrecht, Zollunion, freier Warenverkehr, Steuerwesen, Wettbewerbspolitik, Unternehmensrecht"
3,GR.MM,Menschenrechte
2,GR.N,Recht und Verfassungen einzelner Länder und Regionen
2,GR.O,Österreichisches Recht
3,GR.OA,Allgemeine Ratgeber
3,GR.OG,Rechtsgeschichte
3,GR.OH,Bürgerliches Recht
4,GR.OHE,Erbrecht
4,GR.OHF,Familienrecht
4,GR.OHM,Miet- und Wohnrecht
3,GR.OI,"Arbeits-, Sozial- und Jugendrecht"
4,GR.OIJ,"Familienförderung, Jugendfürsorge"
3,GR.OK,Strafrecht und Strafvollzug
3,GR.OP,Rechtspflege
3,GR.OS,"Staats- und Verfassungsrecht"
3,GR.OV,Allgemeines Verwaltungsrecht
4,GR.OVF,"Finanz-, Geld-, Währungs-, Steuer- und Kreditrecht"
4,GR.OVI,Innere Angelegenheiten und Wehrrecht
4,GR.OVK,"Schulen, Wissenschaft, Religion, Kultur, Sport"
4,GR.OVL,"Land- und Forstwirtschaft, Gesundheit, Umweltschutz, Veterinärrecht"
4,GR.OVT,"Verkehr, Technik, Straßen- und Wohnbau, Vergabewesen, Medien und Telekommunikation"
3,GR.OW,"Wirtschafts- und Handelsrecht"
3,GR.OX,Weitere Themen
4,GR.OXC,"Internet- und Computerrecht"
4,GR.OXE,Österreich in der Europäischen Union
3,GR.OY,Österreichisches Landesrecht
4,GR.OYB,Burgenland
4,GR.OYK,Kärnten
4,GR.OYM,Steiermark
4,GR.OYN,Niederösterreich
4,GR.OYO,Oberösterreich
4,GR.OYS,Salzburg
4,GR.OYT,Tirol
4,GR.OYV,Vorarlberg
4,GR.OYW,Wien
2,GR.P,Weitere Themen
2,GR.Q,"Biographisches, Sekundärliteratur"
3,GR.QS,"Sammelbiographien, Sammeldarstellungen"
3,GR.QW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
1,GS,"Soziologie, Ethnologie"
2,GS.A,"Soziologie: Allgemeine und einführende Schriften"
3,GS.AH,Hilfswissenschaften der Sozialwissenschaften
3,GS.AO,Einzelne Richtungen und Forschungsansätze
4,GS.AOE,Einzelthemen
3,GS.AT,Klassische Texte
4,GS.ATE,Textanthologien
3,GS.AV,Vermischte Schriften
2,GS.B,"Bevölkerungskunde, gesellschaftspolitische Planung, Zukunftsforschung"
3,GS.BE,"Ernährungspolitik, Hunger"
3,GS.BG,"Soziologie des Alters, Generationen- und Familienpolitik"
3,GS.BI,"Infrastrukturpolitik, Zivilschutz, Rettungswesen"
3,GS.BK,"Probleme der Entwicklungsländer, Entwicklungszusammenarbeit"
3,GS.BM,Migration
4,GS.BMS,Migranten- und Flüchtlingshilfe
3,GS.BS,Stadtsoziologie
4,GS.BSG,Siedlungsgeschichte
2,GS.E,Ethnologie
3,GS.EA,Geschichte
3,GS.EB,"Theorie, Methoden und Techniken"
3,GS.EE,"Regionale Ethnologie: Europa"
