level,notation,prefLabel,scopeNote
2,55.42,Vaardynamica,
2,55.43,Scheepsuitrusting,"Hierbij: scheepsonderdelen, scheepvaartinstrumenten"
2,55.49,"Scheepvaart, schepen: overige","Hierbij: scheepsbevrachting, scheepsberging, reddingswezen"
1,55.50,Luchtvaart: algemeen,
2,55.51,Geschiedenis van de luchtvaart,
2,55.52,Vliegmechanica,"Hierbij: stabiliteit, aerodynamica"
2,55.53,Vliegtuiguitrusting,"Hierbij: onderdelen, instrumenten"
2,55.59,Luchtvaart: overige,"Hierbij: parachutes, zeppelins, ballonnen"
1,55.60,Ruimtevaart: algemeen,
2,55.61,Geschiedenis van de ruimtevaart,
2,55.69,Ruimtevaart: overige,
1,55.70,Luchtkussenvoertuigen,
1,55.99,"Verkeerstechniek, vervoerstechniek: overige",
0,56.00,"Civiele techniek, bouwkunde: algemeen","Verwijzing: voor architectuur, zie: 21.60-21.79 (afzonderlijke kunstvormen; bouwkunst)"
1,56.01,"Geschiedenis van de civiele techniek, bouwkunde",
1,56.02,"Filosofie en theorie van de civiele techniek, bouwkunde",
1,56.04,"Onderwijs, beroepsuitoefening, organisaties",
1,56.10,Bouwconstructies: algemeen,
2,56.11,Constructief ontwerpen,
2,56.12,Betonconstructies,
2,56.13,Staalconstructies,
2,56.14,Houtconstructies,
2,56.15,Steenconstructies,
2,56.19,Bouwconstructies: overige,
1,56.20,"Wegenbouw, waterbouw: algemeen",
2,56.21,"Grondwerk, funderingen",
2,56.22,Tunnelbouw,
2,56.23,Bruggenbouw,Hierbij: viaducten
2,56.24,Wegenbouw,Hierbij: wegtracering
2,56.25,Spoorwegenbouw,
2,56.30,Waterbouwkundige constructies,"Hierbij: sluizen, stuwen, stuwdammen, steigers, rivierwegen"
2,56.33,Kustwaterbouw,
2,56.34,Offshoretechniek,
2,56.35,Drinkwatervoorziening,"Verwijzing: voor waterhuishouding, zie: 48.34 (landbouwwetenschappen; irrigatie, drainage)"
2,56.36,Riolering,"Verwijzing: voor afvalwaterzuivering, zie: 58.51 (procestechnologie: afvalwaterbehandeling)"
2,56.39,"Wegenbouw, waterbouw: overige",
1,56.40,Bouwbedrijf: algemeen,
2,56.41,Bouwplaats,
2,56.42,Bouwmethoden,"Hierbij: skeletbouw, prefabbouw"
2,56.43,Bouwmaterieel,
2,56.44,Bouwtoezicht,
2,56.45,"Bouwmaterialen, bouwproducten","Hierbij: daken, vloeren, trappen, wanden, deuren, ramen, verbindingen, verbindingsmiddelen"
2,56.46,Bouwafwerking,
2,56.47,"Bouwonderhoud, bouwtechnische restauratie",
2,56.49,Bouwbedrijf: overige,
1,56.50,Gebouwinstallaties: algemeen,
2,56.51,"Gasinstallaties, sanitaire installaties",
2,56.52,Elektrische gebouwinstallaties,
2,56.54,Gebouwinstallaties: overige,
1,56.55,Bouwfysica: algemeen,
2,56.56,Bouwakoestiek,Hierbij: lawaaibestrijding
2,56.57,"Thermische aspecten van gebouwen, aerodynamische aspecten van gebouwen","Hierbij: tocht, ventilatie, klimaatregeling"
2,56.59,Bouwfysica: overige,Hierbij: bouwfysische verlichting
1,56.60,Architectonisch ontwerpen: algemeen,"Verwijzing: voor architectuurgeschiedenis, zie: 21.62 (afzonderlijke kunstvormen; geschiedenis van de bouwkunst); Verwijzing: voor binnenhuisarchitectuur, zie: 21.84 (afzonderlijke kunstvormen; binnenhuiskunst)"
2,56.61,Architectonisch tekenen,
2,56.62,Woningbouw,
2,56.63,Utiliteitsbouw,
2,56.64,"Culturele gebouwen, recreatieve gebouwen",
2,56.69,Architectonisch ontwerpen: overige,
1,56.70,Stedenbouw: algemeen,"Verwijzing: voor planologische aspecten, zie: 74.72 (planologie; urbane planning) en 74.73 (planologie; stadsvernieuwing, dorpsvernieuwing)"
2,56.71,"Stadsreconstructie, stadsrenovatie",
2,56.72,Stadsuitbreiding,
2,56.73,Stedelijke verkaveling,
2,56.79,Stedenbouw: overige,
1,56.99,"Civiele techniek, bouwkunde: overige",
0,57.00,Mijnbouwkunde: algemeen,
1,57.01,Geschiedenis van de mijnbouwkunde,
1,57.04,"Onderwijs, beroepsuitoefening, organisaties",
1,57.10,Ondergrondse mijnbouw,
1,57.12,Dagbouw,
1,57.14,Maritieme mijnbouw,
1,57.20,Opsporing van delfstoffen,
1,57.30,Winning van delfstoffen: algemeen,
2,57.31,Winning van ertsen,
2,57.35,Winning van fossiele brandstoffen: algemeen,
3,57.36,"Winning van aardgas, winning van aardolie",Hierbij: transport door pijpleidingen
3,57.37,"Winning van steenkool, winning van bruinkool, winning van turf",
3,57.39,Winning van fossiele brandstoffen: overige,
2,57.40,Winning van natuursteen,"Hierbij: zandwinning, grintwinning"
2,57.49,Winning van delfstoffen: overige,"Hierbij: aardwarmte, edelstenen, waterwinning"
1,57.50,Bereiding van delfstoffen: algemeen,"Verwijzing: voor verwerking van grondstoffen, zie: 58.21 (procestechnologie; brandstoftechnologie)"
2,57.51,Bereiding van ertsen,"Toelichting: malen, breken, sortering, pelletisering, scheiding"
2,57.52,Bereiding van niet-ertsen,
2,57.59,Bereiding van delfstoffen: overige,
1,57.60,"Ondergrondse opslag, ondergrondse lozing",
1,57.99,Mijnbouwkunde: overige,
0,58.00,Procestechnologie: algemeen,
1,58.01,Geschiedenis van de procestechnologie,
1,58.04,"Onderwijs, beroepsuitoefening, organisaties",
1,58.10,Proceskunde: algemeen,
2,58.11,Procesontwerp,
2,58.12,Fysische processen,"Hierbij: fysisch-chemische processen, scheidingsprocessen, mengprocessen; Toelichting: unit operations; Verwijzing: voor pyrotechniek, zie: 58.21 (brandstoftechnologie)"
2,58.13,Membraantechnologie,
2,58.14,Chemische processen,Hierbij: industriële katalyse; Toelichting: unit processes
2,58.15,Reactorkunde,"Hierbij: chemische reactoren; Verwijzing: voor bioreactoren, zie: 58.31 (technische microbiologie)"
2,58.16,Procesapparatuur,"Hierbij: apparaatkunde, fabriekskunde; Verwijzing: voor specifieke toepassingen binnen de procesindustrie, zie: 58.20-58.49 (procesindustrie); Verwijzing: voor werktuigbouwkundige aspecten, zie: 52.30-52.69 (werktuigbouwkunde)"
2,58.17,Procesbesturing,"Verwijzing: voor regeltechniek, zie: 50.22 (technische wetenschappen in het algemeen; regeltechniek)"
2,58.18,Proceseconomie,
2,58.19,Proceskunde: overige,
1,58.20,Procesindustrie: algemeen,Toelichting: industriële chemie
2,58.21,Brandstoftechnologie,"Hierbij: petrochemische industrie, technologie en producten; pyrotechnologie, explosiva"
2,58.22,Polymeertechnologie,"Hierbij: rubber; Verwijzing: voor materiaalkundige aspecten, zie: 51.70 (materiaalkunde; polymeren)"
2,58.23,"Textielindustrie, papierindustrie","Hierbij: textielveredeling, chemisch reinigen, textielververij, karton, leertechnologie"
2,58.24,Metallurgie,"Verwijzing: voor materiaalkundige aspecten, zie: 51.50 (materiaalkunde; metaalkunde: algemeen)"
2,58.25,Keramische industrie,"Hierbij: glas, cement; Verwijzing: voor materiaalkundige aspecten, zie: 51.40 (materiaalkunde; keramische materialen)"
2,58.26,"Kleurstoffenindustrie, verftechnologie","Hierbij: verven, inkten"
2,58.28,Farmaceutische industrie,"Hierbij: parfumerie, cosmetica"
2,58.30,Biotechnologie,"Hierbij: technische aspecten van genetische manipulatie, modificatie"
2,58.31,Technische microbiologie,Hierbij: bioreactoren
2,58.34,Levensmiddelentechnologie,"Hierbij: dranken, genotmiddelen"
2,58.49,Procesindustrie: overige,
1,58.50,Milieutechnologie: algemeen,"Verwijzing: voor milieukundige aspecten, zie: 43.15 (milieukunde; milieutechnologie); Verwijzing: voor milieutechnieken geïntegreerd in (productie)processen, zie: 58.12-58.14 (proceskunde) en 58.20-58.49 (procesindustrie)"
2,58.51,Afvalwaterbehandeling,"Verwijzing: voor drinkwaterzuivering, zie: 56.35 (civiele techniek, bouwkunde; drinkwatervoorziening)"
2,58.52,Bodemsaneringstechnieken,
2,58.53,Afvalverwerkingstechnieken,Hierbij: recycling
2,58.59,Milieutechnologie: overige,
1,58.99,Procestechnologie: overige,
0,70.00,Sociale wetenschappen: algemeen,
1,70.01,Geschiedenis van de sociale wetenschappen,
1,70.02,Filosofie en theorie van de sociale wetenschappen,"Hierbij: methodologie, systematiek"
1,70.03,"Methoden, technieken en organisatie van sociaal-wetenschappelijk onderzoek",
1,70.04,"Onderwijs, beroepsuitoefening, organisaties",
1,70.08,Sociale filosofie,Is: 08.44 (filosofie; sociale filosofie)
1,70.10,Multidisciplinaire interessegebieden,
1,70.99,Sociale wetenschappen: overige,
0,71.00,Sociologie: algemeen,"Verwijzing: voor methoden en technieken van de sociologie, zie: 70.03 (sociale wetenschappen in het algemeen; methoden, technieken en organisatie van sociaal wetenschappelijk onderzoek)"
1,71.01,Geschiedenis van de sociologie,
1,71.02,Filosofie en theorie van de sociologie,"Verwijzing: voor sociale filosofie, zie: 70.08 (sociale wetenschappen in het algemeen; sociale filosofie)"
1,71.04,"Onderwijs, beroepsuitoefening, organisaties",
1,71.05,Sociologische stromingen,
1,71.07,Sociografie,"Verwijzing: voor sociale geografie, zie: 74.00-74.29 (geografie, sociale geografie)"
1,71.10,Sociale structuur: algemeen,
2,71.11,Maatschappij,
2,71.12,"Sociale stratificatie, sociale mobiliteit","Hierbij: sociale klassen, sociale ongelijkheid, sociaal milieu"
2,71.14,Stedelijke samenleving,
2,71.15,Rurale samenleving,
2,71.19,Sociale structuur: overige,"Hierbij: macht, leiderschap"
1,71.20,Samenlevingsvormen: algemeen,
2,71.21,"Familie, gezin",
2,71.22,Huwelijk,"Hierbij: gehuwden, echtscheiding"
2,71.23,Niet-huwelijkse samenlevingsvormen,
2,71.24,Alleenstaanden,
2,71.25,Seksualiteit,"Hierbij: homoseksualiteit in het algemeen. Voor homoseksualiteit als sociaal probleem, zie: 71.67 (seksualiteit als sociaal probleem); Verwijzing: voor seksualiteit als sociaal probleem, zie: 71.67 (seksualiteit als sociaal probleem)"
2,71.29,Samenlevingsvormen: overige,
1,71.30,Sociale groepen: algemeen,"Verwijzing: voor sociale klassen, zie: 71.12 (sociale stratificatie, sociale mobiliteit)"
2,71.31,Seksen en hun onderlinge verhoudingen,Hierbij: vrouwendiscriminatie
3,71.32,Man,
3,71.33,Vrouw,"Verwijzing: voor algemene vrouwenstudies zie: 02.60 (wetenschap en cultuur in het algemeen; vrouwenstudies: algemeen); Verwijzing: voor vrouwenbeweging, zie: 71.38 (sociale bewegingen); Verwijzing: voor vrouwendiscriminatie, zie: 71.31 (seksen en hun onderlinge verhoudingen)"
2,71.34,Leeftijdsgroepen,Hierbij: volwassenen
3,71.35,Jeugd,
3,71.36,Bejaarden,Hierbij: sociale gerontologie
2,71.37,Etnische groepen,"Verwijzing: voor etnische betrekkingen, zie 71.62 (etnische betrekkingen); Verwijzing: voor minderhedenproblematiek, zie: 71.63 (minderhedenproblematiek)"
2,71.38,Sociale bewegingen,"Hierbij: vrouwenbeweging, actiegroepen, kraakbeweging; Verwijzing: voor politieke actiegroepen, zie: 89.63 (politicologie; pressiegroepen)"
2,71.39,Sociale groepen: overige,
1,71.40,Sociale processen: algemeen,
2,71.41,Sociale veranderingen,
2,71.42,Economische factoren,Toelichting: veranderingen in de samenleving onder invloed van economische factoren
2,71.43,Technologische factoren,Toelichting: veranderingen in de samenleving onder invloed van technische factoren
2,71.44,Groepsprocessen,"Hierbij: sociale controle, socialisatie, sociale rol; Verwijzing: voor groepsdynamica, zie: 77.64 (psychologie; groepsdynamica)"
2,71.49,Sociale processen: overige,
1,71.50,Cultuur: algemeen,
2,71.51,"Waarden, normen",Hierbij: ideologie
2,71.52,Culturele processen,"Hierbij: acculturatie, assimilatie, diffusie; Verwijzing: voor culturele processen in niet-westerse samenlevingen, zie: 73.50 (culturele antropologie; acculturatie)"
2,71.55,"Folklore, volkskunde: algemeen",Hierbij: regionale studies
3,71.56,Materiële cultuur,"Hierbij: boerderijen, huizen, huisraad, gereedschap, kleding"
3,71.57,Immateriële cultuur,"Hierbij: zeden en gewoonten, spelen, symbolen, volksgeneeskunde, sagen, legenden en sprookjes als volkskundig materiaal, volksgeloof"
3,71.58,"Folklore, volkskunde: overige",
2,71.59,Cultuur: overige,"Hierbij: tegencultuur, subcultuur"
1,71.60,"Sociale vraagstukken, sociale conflicten: algemeen","Verwijzing: voor sociale ongelijkheid, zie: 71.12 (sociale stratificatie, sociale mobiliteit)"
2,71.61,Discriminatie,"Verwijzing: voor rassendiscriminatie, zie: 71.62 (etnische betrekkingen); Verwijzing: voor vrouwendiscriminatie, zie: 71.31 (seksen en hun onderlinge verhoudingen)"
2,71.62,Etnische betrekkingen,"Hierbij: rassendiscriminatie; Verwijzing: voor etnische groepen, zie: 71.37 (etnische groepen)"
2,71.63,Minderhedenproblematiek,"Hierbij: minderhedenbeleid; Verwijzing: voor etnische groepen, zie: 71.37 (etnische groepen)"
2,71.64,Deviant gedrag,
2,71.65,Criminaliteit als sociaal probleem,"Hierbij: criminologie en victimologie; Verwijzing: voor delicten, strafrecht, zie: 86.41-86.49 (recht; strafrecht)"
2,71.66,Verslaving,
2,71.67,Seksualiteit als sociaal probleem,"Verwijzing: voor seksualiteit, zie: 71.25 (seksualiteit)"
2,71.68,Sociaal gehandicapten,Hierbij: armoede
2,71.70,Lichamelijk gehandicapten,
2,71.71,Geestelijk gehandicapten,
2,71.79,"Sociale vraagstukken, sociale conflicten: overige",
1,71.80,Sociale politiek: algemeen,"Verwijzing: voor sociale dienstverlening, zie: 79. (andragologie)"
2,71.81,Welzijnsbeleid,
2,71.83,Volkshuisvesting,"Hierbij: woningnood; Verwijzing: voor technische aspecten, zie: 56.60-56.79 (civiele techniek, bouwkunde; architectonisch ontwerpen, stedebouw)"
2,71.89,Sociale politiek: overige,
1,71.99,Sociologie: overige,
0,73.00,Culturele antropologie: algemeen,"Toelichting: van niet-westerse samenlevingen; Verwijzing: voor culturele antropologie van de westerse samenleving, zie: 71. (sociologie)"
1,73.01,Geschiedenis van de culturele antropologie,
1,73.02,Filosofie en theorie van de culturele antropologie,
1,73.03,Methoden en technieken van de culturele antropologie,
1,73.04,"Onderwijs, beroepsuitoefening, organisaties",
1,73.05,Antropologische musea,
1,73.06,Etnografie,
1,73.07,Niet-westerse sociologie: algemeen,
2,73.08,Ontwikkelingsproblematiek,
2,73.09,Niet-westerse sociologie: overige,
1,73.10,Ecologische bestaansvoorwaarden: algemeen,
2,73.11,Milieu,
2,73.12,Bevolking,
2,73.13,Nederzetting,
2,73.19,Ecologische bestaansvoorwaarden: overige,
1,73.20,Technologische bestaansvoorwaarden: algemeen,Hierbij: materiële cultuur in het algemeen
2,73.21,Vervaardiging van gebruiksvoorwerpen,"Hierbij: pottenbakken, weven; Verwijzing: voor kunstzinnige benadering, zie: 21.80 (afzonderlijke kunstvormen; decoratieve kunst: algemeen)"
2,73.22,"Wapens, jachtinstrumenten",
2,73.23,Kleding,
2,73.24,Huisvesting,
2,73.25,"Voedsel, voedselbereiding",
2,73.29,Technologische bestaansvoorwaarden: overige,
1,73.30,Economische bestaansvoorwaarden: algemeen,
2,73.31,"Landbouw, veeteelt",
2,73.32,"Jagen, verzamelen",
2,73.34,Handel en ruil,
2,73.39,Economische bestaansvoorwaarden: overige,
1,73.40,Sociale structuur: algemeen,
2,73.41,Afstamming,
2,73.42,"Leeftijdsgroepen, initiatie",
2,73.43,"Familie, verwantschap, huwelijk",
2,73.44,Seksualiteit,
2,73.45,Seksen en hun onderlinge verhoudingen,
2,73.46,Interetnische relaties,
2,73.49,Sociale structuur: overige,
1,73.50,Acculturatie,
1,73.53,Immateriële cultuur,
1,73.55,Religie: algemeen,
2,73.56,Mythologie,
2,73.57,"Cultus, riten (culturele antropologie)",
2,73.58,Magie,"Hierbij: hekserij, toverij"
2,73.59,Religie: overige,
1,73.60,"Wetenschap, kunst, onderwijs: algemeen",
2,73.61,"Wetenschap, geneeskunde","Toelichting: niet-westerse vormen van (volks)geneeskunde; Verwijzing: voor alternatieve geneeskunde, zie: 44.98 (geneeskunde; alternatieve geneeskunde)"
2,73.62,Kunst,"Hierbij: muziek; Verwijzing: voor de kunstzinnige benadering, zie: 20. (kunstwetenschappen) en 21. (afzonderlijke kunstvormen); Verwijzing: voor de musicologische benadering, zie: 24.70 (muziekwetenschap; etnomusicologie)"
2,73.63,Orale literatuur,"Hierbij: legenden, verhalen"
2,73.64,"Taal, communicatie",
2,73.65,Opvoeding en onderwijs,
2,73.69,"Wetenschap, kunst, onderwijs: overige",
1,73.70,Politieke antropologie: algemeen,
2,73.71,"Rechten, normen en wetten","Verwijzing: voor rechtsantropologie, zie: 86.06 (recht; rechtsantropologie)"
2,73.72,"Politiek, bestuur",
2,73.79,Politieke antropologie: overige,
1,73.80,Folklore,"Verwijzing: voor folklore in het algemeen, zie: 71.55 (sociologie; folklore, volkskunde: algemeen); Verwijzing: voor westerse folklore, zie: 71.55 (sociologie; folklore, volkskunde: algemeen)"
1,73.85,Cultuurpsychologie,"Hierbij: persoonlijkheid en cultuur, cross-culturele psychologie, volkenpsychologie"
1,73.99,Culturele antropologie: overige,
0,74.00,"Geografie, sociale geografie: algemeen","Verwijzing: voor fysische geografie, zie: 38.09 (aardwetenschappen; fysische geografie); Verwijzing: voor sociografie, zie: 71.07 (sociologie; sociografie)"
1,74.01,"Geschiedenis van de geografie, sociale geografie",
1,74.02,"Filosofie en theorie van de geografie, sociale geografie",
1,74.03,"Methoden en technieken van de geografie, sociale geografie","Verwijzing: voor algemene methoden en technieken van de sociale wetenschappen, zie: 70.03 (sociale wetenschappen in het algemeen; methoden, technieken en organisatie van sociaal wetenschappelijk onderzoek)"
1,74.04,"Onderwijs, beroepsuitoefening, organisaties",
1,74.05,Reizen,"Toelichting: voor publicaties over reizen en reisbeschrijvingen in het algemeen; Verwijzing: voor reisbeschrijvingen zelf en publicaties óver deze reisbeschrijvingen, zie: 74.13-74.28"
1,74.06,Thematische geografie: algemeen,"Verwijzing: voor thematische geografie die betrekking heeft op afzonderlijke regio's, zie: 74.10-74.28 (regionale geografie)"
1,74.10,Regionale geografie: algemeen,"Verwijzing: voor de (sociale) geografie van afzonderlijk benoemde gebieden, zie: 74.11- 74.28"
2,74.11,Imaginaire wereld,
2,74.13,Aarde,
3,74.15,Grote gebiedsdelen,"Hierbij: westerse wereld, derde wereld, islamitische wereld, tropen; Toelichting: gebieden verspreid over meerdere werelddelen"
2,74.17,Wereldzeeën,
3,74.19,Europa,
4,74.20,Nederland,"Verwijzing: voor Nederland en andere Europese landen tezamen, zie: 74.19 (Europa)"
2,74.21,Azië,
2,74.23,Afrika,
3,74.25,Noord-Amerika,
3,74.26,Midden- en Zuid-Amerika,
2,74.27,"Australië, Oceanië",
2,74.28,Poolgebieden,
1,74.29,"Geografie, sociale geografie: overige",
0,74.30,Cartografie: algemeen,Toelichting: in deze en volgende rubrieken worden studies over de cartografie geplaatst; Verwijzing: voor landmeetkunde zie: 38.73 (aardwetenschappen; geodesie)
1,74.31,Geschiedenis van de cartografie,Hierbij: historische cartografie
1,74.33,Theorie van de cartografie,
1,74.34,"Onderwijs, beroepsuitoefening, organisaties",
1,74.35,Topografische cartografie,
1,74.37,Thematische cartografie,
1,74.40,Kaartvervaardiging: algemeen,Hierbij: elektronische verwerking van kaarten
2,74.41,"Luchtfoto's, fotogrammetrie, remote sensing",
2,74.42,Kaarttekenen,
2,74.43,"Kaartproductie, drukken van kaarten",
2,74.46,Kaartvervaardiging: overige,"Hierbij: kaartredactie, atlascartografie"
1,74.47,Kaartgebruik,
1,74.49,Cartografie: overige,
0,74.60,Planologie: algemeen,
1,74.61,Geschiedenis van de planologie,
1,74.64,"Onderwijs, beroepsuitoefening, organisaties",
1,74.70,Nationale plannen,
1,74.71,Regionale planning,"Hierbij: streekplannen, grensoverschrijdende regionale planning; Verwijzing: voor economische aspecten, zie: 83.64 (economie; regionale economie); Verwijzing: voor stedenbouw, zie 21.73 (afzonderlijke kunstvormen; stedenbouw) en 56.70 (civiele techniek, bouwkunde; stedenbouw: algemeen)"
1,74.72,Urbane planning,"Hierbij: structuurplannen, bestemmingsplannen; Verwijzing: voor economische aspecten, zie 83.64 (economie; regionale economie); Verwijzing: voor stedenbouw, zie: 21.73 (afzonderlijke kunstvormen; stedenbouw) en 56.70 (civiele techniek, bouwkunde; stedenbouw)"
1,74.73,"Stadsvernieuwing, dorpsvernieuwing",
1,74.74,Rurale planning,
1,74.75,"Verkeer, transport","Verwijzing: voor verkeers- en vervoerstechniek, zie: 55. (verkeerstechniek, vervoerstechniek); Verwijzing: voor vervoerseconomie, zie: 83.72 (economie; verkeer)"
1,74.79,Planologie: overige,"Hierbij: nutsvoorzieningen, recreatieplanning"
0,74.80,Demografie: algemeen,
1,74.81,Geschiedenis van de demografie,
1,74.83,Methoden en technieken van de demografie,
1,74.91,Geboorte,
1,74.92,Sterfte,
1,74.93,"Geslachten, generaties",
1,74.94,Migratie,
1,74.95,Bevolking,"Hierbij: bevolkingspolitiek, bevolkingsgeografie, historische demografie"
1,74.99,Demografie: overige,
0,76.00,"Recreatie, vrijetijdsbesteding: algemeen",
1,76.01,"Geschiedenis van de recreatie, vrijetijdsbesteding",
1,76.02,"Filosofie en theorie van de recreatie, vrijetijdsbesteding",
1,76.04,"Onderwijs, beroepsuitoefening, organisaties",
1,76.10,Sport: algemeen,"Verwijzing: voor lichamelijke opvoeding, zie: 80.46 (pedagogiek; lichamelijke opvoeding, gezondheidsopvoeding)"
2,76.11,"Sportsociologie, sportpsychologie",
2,76.12,Takken van sport,Hierbij: denksport
2,76.13,Gehandicaptensport,
2,76.14,Toernooien,Hierbij: Olympische spelen
2,76.19,Sport: overige,"Verwijzing: voor sportaccomodaties, zie: 76.65 (sportaccomodaties)"
1,76.30,Spel: algemeen,Hierbij: kinderspel
2,76.31,"Spelen, spellen","Hierbij: afzonderlijke spelsoorten; Verwijzing: voor denksport, zie: 76.12 (takken van sport)"
1,76.40,Hobby: algemeen,
2,76.41,Tuinieren,
2,76.42,Filatelie,
2,76.43,Amateurfotografie,"Verwijzing: voor fotografische kunst, zie: 21.40-21.49 (afzonderlijke kunstvormen; fotografische kunst)"
2,76.44,Handenarbeid,Hierbij: handwerken
2,76.49,Hobby: overige,
1,76.50,Verenigingsleven: algemeen,"Verwijzing: voor sportverenigingen, zie: 76.10-76.19 (sport)"
2,76.51,Bejaardensociëteiten,
2,76.52,Sociaal-culturele verenigingen,"Hierbij: leesclubs, filmclubs"
2,76.59,Verenigingsleven: overige,
1,76.60,"Uitgaansleven, toerisme: algemeen",
2,76.61,Publieke vermakelijkheden,"Hierbij: kermis, dierengevechten"
2,76.62,Recreatievoorzieningen: algemeen,
3,76.63,Toeristische organisaties,
3,76.64,Theaters,"Hierbij: bioscoop, schouwburg; Toelichting: met nadruk op theaterbezoek; Verwijzing: voor overige aspecten van theaters, zie: 24.01-24.39 (theaterwetenschap)"
3,76.65,Sportaccomodaties,"Hierbij: sportterreinen, stadions"
3,76.69,Recreatievoorzieningen: overige,
2,76.70,Huisvesting van toeristen,"Hierbij: hotels, pensions, herbergen, vakantiecentra"
2,76.71,Dagrecreatie,
2,76.72,Vakantie,
2,76.79,"Uitgaansleven, toerisme: overige",
1,76.99,"Recreatie, vrijetijdsbesteding: overige",
0,77.00,Psychologie: algemeen,
1,77.01,Geschiedenis van de psychologie,
1,77.02,Filosofie en theorie van de psychologie,"Verwijzing: voor filosofische psychologie, zie: 08.36 (filosofie; filosofische antropologie en filosofische psychologie)"
1,77.03,"Onderwijs, beroepsuitoefening, organisaties",
1,77.04,Methoden en technieken in de psychologie: algemeen,"Verwijzing: voor algemene methoden en technieken van de sociale wetenschappen, zie: 70.03 (sociale wetenschappen in het algemeen; methoden, technieken en organisatie van sociaal wetenschappelijk onderzoek)"
2,77.05,Experiment,
2,77.06,Observatie,
2,77.07,Psychometrie,"Hierbij: mathematische psychologie, testconstructie, schaalconstructie"
2,77.08,Psychodiagnostiek,Hierbij: testgebruik
2,77.09,Methoden en technieken in de psychologie: overige,
1,77.10,Stromingen en richtingen binnen de psychologie: algemeen,
2,77.11,Bewustzijnspsychologie,
2,77.12,Gestaltpsychologie,
2,77.13,Dieptepsychologie,
2,77.14,Psychoanalyse,"Verwijzing: voor psychoanalytische therapie, zie: 77.82 (psychoanalytische therapie)"
2,77.15,Analytische psychologie,
2,77.16,Individualpsychologie,
2,77.17,Neo-freudianen,
2,77.18,Ego-psychologie,
2,77.20,Behaviorisme,
2,77.21,Humanistische psychologie,
2,77.22,Fenomenologische psychologie,"Hierbij: existentiële psychologie, geesteswetenschappelijke psychologie"
2,77.23,Historische gedragswetenschap,Hierbij: metabletica
2,77.24,Kritische psychologie,
2,77.29,Stromingen en richtingen binnen de psychologie: overige,
1,77.30,Functieleer: algemeen,
2,77.31,Cognitie,"Verwijzing: voor kunstmatige intelligentie, zie: 54.72 (informatica; kunstmatige intelligentie); Verwijzing: voor taalpsychologie, zie: 17.30 (algemene taal- en literatuurwetenschap; psycholinguïstiek: algemeen)"
2,77.32,"Intelligentie, creativiteit","Hierbij: denken, probleemoplossen"
2,77.33,"Oordelen, beslissen",
2,77.34,"Leren, conditioneren",Is: 81.51 (onderwijs; leerproces)
2,77.35,Geheugen,
2,77.36,"Verbeelding, fantasie",
2,77.37,"Aandacht, concentratie",
2,77.40,Waarneming,
3,77.41,Visuele waarneming,
3,77.42,Auditieve waarneming,
3,77.43,"Smaak, reuk",
3,77.44,Tast,
2,77.45,Motivatie,"Hierbij: wil, driften, instinct"
2,77.46,Emoties,
2,77.47,"Slapen, dromen",
2,77.48,Psychomotoriek,
2,77.49,Functieleer: overige,
1,77.50,Psychofysiologie,Hierbij: neuropsychologie
1,77.51,Dierpsychologie,
1,77.52,Persoonlijkheidsleer,"Hierbij: karakterologie, typologie, fysiognomie, frenologie, grafologie"
1,77.53,Ontwikkelingspsychologie,
2,77.54,Pasgeborenen,
2,77.55,"Kind, kleuter",
2,77.56,"Jeugd, puberteit, adolescentie",
2,77.57,Volwassenheid,
2,77.58,Ouderdom,Hierbij: psychogerontologie
1,77.60,Sociale psychologie: algemeen,
2,77.61,"Attitude, vooroordeel, beïnvloeding",
2,77.62,Sociale perceptie,
2,77.63,"Sociale interactie, sociale relaties",Hierbij: intermenselijke communicatie
2,77.64,Groepsdynamica,Hierbij: groepscommunicatie
2,77.65,Massapsychologie,
2,77.69,Sociale psychologie: overige,
1,77.70,Klinische psychologie: algemeen,"Verwijzing: voor psychopathologie, zie: 44.91 (geneeskunde; psychiatrie, psychopathologie)"
2,77.72,Psychotherapie: algemeen,
3,77.73,"Autogene training, relaxatie-therapie",
3,77.74,Bezigheidstherapie,"Hierbij: arbeidstherapie, speltherapie, muziektherapie"
3,77.75,Gedragstherapie,
3,77.76,Gesprekstherapie,Hierbij: counseling
3,77.77,Gestalttherapie,
3,77.78,Groepstherapie,
3,77.81,"Gezinstherapie, relatietherapie",
3,77.82,Psychoanalytische therapie,"Verwijzing: voor psychoanalyse als stroming binnen de psychologie, zie: 77.14 (psychoanalyse)"
3,77.83,Kinderpsychotherapie,
3,77.84,Psychotherapie: overige,Hierbij: rationeel-emotieve therapie
1,77.85,Seksuologie,"Hierbij: sekseverschillen; Verwijzing: voor medische aspecten, zie: 44.74 (geneeskunde; seksuologie); Verwijzing: voor sociologische aspecten, zie: 71.25 (sociologie; seksualiteit)"
1,77.91,Omgevingspsychologie,Hierbij: klimaatpsychologie
1,77.92,Parapsychologie,
1,77.93,Toegepaste psychologie,
1,77.99,Psychologie: overige,
