level,notation,prefLabel,scopeNote,note
1,RA1-1270,Public aspects of medicine,,
2,RA1-418.5,Medicine and the state,,
3,RA396,Regulation of medical education. Licensure,,
3,RA398,"Registration of physicians, pharmacists, etc.",,
3,RA399,Regulation of medical practice. Evaluation and quality control of medical care. Medical audit,,
3,RA405,Death certification,,
3,RA407-409.5,Health status indicators. Medical statistics and surveys,,
3,RA410-410.9,Medical economics. Economics of medical care. Employment,,
3,RA411-415,Provisions for personal medical care. Medical care plans,,
3,RA418-418.5,Medicine and society. Social medicine. Medical sociology,,
2,RA421-790.95,Public health. Hygiene. Preventive medicine,,
3,RA428-428.5,"Public health laboratories, institutes, etc.",,
3,RA440-440.87,Study and teaching. Research,,
3,RA565-600,Environmental health,"Including sewage disposal, air pollution, nuisances, water supply",
3,RA601-602,Food and food supply in relation to public health,,
3,RA604-618,"Parks, public baths, public carriers, buildings, etc.",,
3,RA619-637,Disposal of the dead. Undertaking. Burial. Cremation. Cemeteries,,
3,RA638,Immunity and immunization in relation to public health,,
3,RA639-642,Transmission of disease,,
3,RA643-645,Disease (Communicable and noninfectious) and public health,,
3,RA645.3-645.37,Home health care services,,
3,RA645.5-645.9,Emergency medical services,,
3,RA646-648.3,War and public health,,
3,RA648.5-767,Epidemics. Epidemiology. Quarantine. Disinfection,,
3,RA771-771.7,Rural health and hygiene. Rural health services,,
3,RA773-788,Personal health and hygiene,"Including clothing, bathing, exercise, travel, nutrition, sleep, sex hygiene",
3,RA790-790.95,Mental health. Mental illness prevention,,
2,RA791-954,Medical geography. Climatology. Meteorology,,
2,RA960-1000.5,Medical centers. Hospitals. Dispensaries. Clinics,"Including ambulance service, nursing homes, hospices",
2,RA1001-1171,Forensic medicine. Medical jurisprudence. Legal medicine,,
2,RA1190-1270,Toxicology. Poisons,,
1,RB1-214,Pathology,,
2,RB1-17,General works,,
2,RB24-33,Pathological anatomy and histology,,
2,RB37-56.5,Clinical pathology. Laboratory technique,,
2,RB57,Post-mortem examination. Autopsies,,
2,RB127-150,Manifestations of disease,,
2,RB151-214,Theories of disease. Etiology. Pathogenesis,,
1,RC31-1245,Internal medicine,,
2,RC49-52,Psychosomatic medicine,,
2,RC71-78.7,Examination. Diagnosis,Including radiography,
2,RC81-82,Popular medicine,,
2,RC86-88.9,Medical emergencies. Critical care. Intensive care. First aid,,
2,RC91-103,Disease due to physical and chemical agents,,
2,RC109-216,Infectious and parasitic diseases,,
2,RC251,Constitutional diseases (General),,
2,RC254-282,Neoplasms. Tumors. Oncology,Including cancer and carcinogens,
2,RC306-320.5,Tuberculosis,,
2,RC321-571,Neurosciences. Biological psychiatry. Neuropsychiatry,,
3,RC346-429,Neurology. Diseases of the nervous system,Including speech disorders,
4,RC435-571,Psychiatry,,
5,RC475-489,Therapeutics. Psychotherapy,,
5,RC490-499,Hypnotism and hypnosis. Suggestion therapy,,
5,RC500-510,Psychoanalysis,,
5,RC512-569.5,Psychopathology,,
6,RC512-528,Psychoses,,
6,RC530-552,Neuroses,,
6,RC554-569.5,Personality disorders. Behavior problems,"Including sexual problems, drug abuse, suicide, child abuse",
5,RC569.7-571,Mental retardation. Developmental disabilities,,
2,RC581-951,Specialties of internal medicine,,
3,RC581-607,Immunologic diseases. Allergy,,
3,RC620-627,Nutritional diseases. Deficiency diseases,,
3,RC627.5-632,Metabolic diseases,,
3,RC633-647.5,Diseases of the blood and blood-forming organs,,
3,RC648-665,Diseases of the endocrine glands. Clinical endocrinology,,
3,RC666-701,Diseases of the circulatory (Cardiovascular) system,,
3,RC705-779,Diseases of the respiratory system,,
3,RC799-869,Diseases of the digestive system. Gastroenterology,,
3,RC870-923,Diseases of the genitourinary system. Urology,,
3,RC924-924.5,Diseases of the connective tissues,,
3,RC925-935,Diseases of the musculoskeletal system,,
2,RC952-1245,Special situations and conditions,,
3,RC952-954.6,Geriatrics,,
3,RC955-962,Arctic medicine. Tropical medicine,,
3,RC963-969,Industrial medicine. Industrial hygiene,,
3,RC970-986,Military medicine. Naval medicine,,
3,RC1000-1020,Submarine medicine,,
3,RC1030-1160,Transportation medicine,"Including automotive, aviation, and space medicine",
3,RC1200-1245,Sports medicine,,
1,RD1-811,Surgery,,
2,RD1-31.7,General works,,
2,RD32-33.9,Operative surgery. Technique of surgical operations,,
2,RD49-52,Surgical therapeutics. Preoperative and postoperative care,,
2,RD57,Surgical pathology,,
2,RD58,Reparative processes after operations (Physiological),,
2,RD59,Surgical shock. Traumatic shock,,
2,RD63-76,"Operating rooms and theaters. Instruments, apparatus, and appliances",,
2,RD78.3-87.3,Anesthesiology,,
2,RD91-91.5,Asepsis and antisepsis. Sterilization (Operative),,
2,RD92-97.8,Emergency surgery. Wounds and injuries,,
2,RD98-98.4,Surgical complications,,
2,RD99-99.35,Surgical nursing,,
2,RD101-104,Fractures (General),,
2,RD118-120.5,Plastic surgery. Reparative surgery,,
2,RD120.6-129.8,"Transplantation of organs, tissues, etc.",,
2,RD130,Prosthesis. Artificial organs,,
2,RD137-145,"Surgery in childhood, adolescence, pregnancy, old age",,
2,RD151-498,Military and naval surgery,,
2,RD520-599.5,"Surgery by region, system, or organ",,
2,RD651-678,Neoplasms. Tumors. Oncology,,
2,RD680-688,Diseases of the locomotor system (Surgical treatment),,
2,RD701-811,Orthopedic surgery,,
3,RD792-811,Physical rehabilitation,,
1,RE1-994,Ophthalmology,,
2,RE75-79,Examination. Diagnosis,,
2,RE80-87,Eye surgery,,
2,RE88,Ophthalmic nursing,,
2,RE89,Eye banks,,
2,RE91-912,Particular diseases of the eye,,
2,RE918-921,"Color vision tests, charts, etc.",,
2,RE925-939,Refraction and errors of refraction and accommodation,,
2,RE939.2-981,Optometry. Opticians. Eyeglasses,,
2,RE986-988,Artificial eyes and other prostheses,,
2,RE991-992,Ocular therapeutics,,
1,RF1-547,Otorhinolaryngology,,
2,RF110-320,Otology. Diseases of the ear,,
2,RF341-437,"Rhinology. Diseases of the nose, accessory sinuses, and nasopharynx",,
2,RF460-547,Laryngology. Diseases of the throat,,
1,RG1-991,Gynecology and obstetrics,,
2,RG104-104.7,Operative gynecology,,
2,RG133-137.6,Conception. Artificial insemination. Contraception,,
2,RG138,Sterilization of women,,
2,RG159-208,Functional and systemic disorders. Endocrine gynecology,,
2,RG211-483,Abnormalities and diseases of the female genital organs,,
2,RG484-485,Urogynecology and obstetric urology. Urogynecologic surgery,,
2,RG491-499,Diseases of the breast,,
2,RG500-991,Obstetrics,,
3,RG551-591,Pregnancy,,
3,RG600-650,The embryo and fetus,,
4,RG648,Spontaneous abortion. Miscarriage,,
3,RG651-721,Labor. Parturition,,
3,RG725-791,Obstetric operations. Operative obstetrics,,
3,RG801-871,Puerperal state,,
3,RG940-991,Maternal care. Prenatal care services,,
1,RJ1-570,Pediatrics,,
2,RJ47.3-47.4,Genetic aspects,,
2,RJ50-51,Examination. Diagnosis,,
2,RJ52-53,Therapeutics,,
2,RJ59-60,Infant and neonatal morbidity and mortality,,
2,RJ91,Supposed prenatal influence. Prenatal culture. Stirpiculture,,
2,RJ101-103,Child health. Child health services,,
2,RJ125-145,Physiology of children and adolescents,,
2,RJ206-235,Nutrition and feeding of children and adolescents,,
2,RJ240,Immunization of children (General),,
2,RJ242-243,Hospital care,,
2,RJ245-247,Nursing of children. Pediatric nursing,,
2,RJ250-250.3,Premature infants,,
2,RJ251-325,Newborn infants,"Including physiology, care, treatment, diseases",
2,RJ370-550,Diseases of children and adolescents,,
3,RJ499-507,Mental disorders. Child psychiatry,,
1,RK1-715,Dentistry,,
2,RK58-59.3,Practice of dentistry. Dental economics,,
2,RK60.7-60.8,Preventive dentistry,,
2,RK280,Oral and dental anatomy and physiology,,
2,RK301-493,Oral and dental medicine. Pathology. Diseases,,
2,RK501-519,Operative dentistry. Restorative dentistry,,
2,RK520-528,Orthodontics,,
2,RK529-535,Oral surgery,,
2,RK641-667,Prosthetic dentistry. Prosthodontics,,
1,RL1-803,Dermatology,,
2,RL87-94,Care and hygiene,,
2,RL95,Pathological anatomy,,
2,RL110-120,Therapeutics,,
2,RL130-169,"Diseases of the glands, hair, nails",,
2,RL201-331,"Hyperemias, inflammations, and infections of the skin",,
2,RL391-489,Atrophies. Hypertrophies,,
2,RL675,Chronic ulcer of the skin. Bedsores,,
2,RL701-751,Diseases due to psychosomatic and nerve disorders. Dermatoneuroses,,
2,RL760-785,Diseases due to parasites,,
2,RL790,Pigmentations. Albinism,,
2,RL793,Congenital disorders of the skin. Nevi. Moles,,
1,RM1-950,Therapeutics. Pharmacology,,
2,RM138,Drug prescribing,,
2,RM139,Prescription writing,,
2,RM146-146.7,Misuse of therapeutic drugs. Medication errors,,
2,RM147-180,Administration of drugs and other therapeutic agents,,
2,RM182-190,Other therapeutic procedures,"Including acupuncture, pneumatic aspiration, spinal puncture, pericardial puncture",
2,RM214-258,Diet therapy. Dietary cookbooks,,
2,RM259,Vitamin therapy,,
2,RM260-263,Chemotherapy,,
2,RM265-267,Antibiotic therapy. Antibiotics,,
2,RM270-282,Immunotherapy. Serotherapy,,
2,RM283-298,Endocrinotherapy. Organotherapy,,
2,RM300-666,Drugs and their actions,,
2,RM671-671.5,Nonprescription drugs. Patent medicines,,
2,RM695-893,Physical medicine. Physical therapy,"Including massage, exercise, occupational therapy, hydrotherapy, phototherapy, radiotherapy, thermotherapy, electrotherapy",
2,RM930-931,Rehabilitation therapy,,
2,RM950,Rehabilitation technology,,
1,RS1-441,Pharmacy and materia medica,,
2,RS125-131.9,Formularies. Collected prescriptions,,
2,RS139-141.9,Pharmacopoeias,,
2,RS151.2-151.9,Dispensatories,,
2,RS153-441,Materia medica,,
3,RS160-167,"Pharmacognosy. Pharmaceutical substances (Plant, animal, and inorganic)",,
3,RS189-190,Assay methods. Standardization. Analysis,,
3,RS192-199,Pharmaceutical technology,,
3,RS200-201,Pharmaceutical dosage forms,,
3,RS250-252,Commercial preparations. Patent medicines,,
3,RS355-356,Pharmaceutical supplies,,
3,RS400-431,Pharmaceutical chemistry,,
3,RS441,Microscopical examination of drugs,,
1,RT1-120,Nursing,,
2,RT89-120,Specialties in nursing,,
1,RV1-431,"Botanic, Thomsonian, and eclectic medicine",,
1,RX1-681,Homeopathy,,
2,RX211-581,"Diseases, treatment, etc.",,
2,RX601-675,Materia medica and therapeutics,,
1,RZ201-999,Other systems of medicine,,
2,RZ201-275,Chiropractic,,
2,RZ301-397.5,Osteopathy,,
2,RZ399,"Osteo-magnetics, neuropathy, etc., A-Z",,
2,RZ400-408,Mental healing,,
2,RZ409.7-999,Miscellaneous systems and treatments,"Including magnetotherapy, mesmerism, naturopathy, organomic medicine, phrenology, radiesthesia",
0,S,AGRICULTURE,,
1,S1-(972),Agriculture (General),,
2,S21-400.5,Documents and other collections,,
2,S403,"Agricultural missions, voyages, etc.",,
2,S419-482,History,,
2,S530-559,Agricultural education,,
3,S539.5-542.3,Research. Experimentation,,
3,S544-545.53,Agricultural extension work,,
3,S548-548.6,Historic farms,,
3,S550-559,Exhibitions. Fairs,,
2,S560-571.5,Farm economics. Farm management. Agricultural mathematics,"Including production standards, record keeping, farmwork rates, marketing",
2,S583-587.73,Agricultural chemistry. Agricultural chemicals,,
2,S588.4-589.6,Agricultural physics,Including radioisotopes in agriculture,
2,S589.7,Agricultural ecology (General),,
2,S589.75-589.76,Agriculture and the environment,,
2,S589.8-589.87,Plant growing media. Potting soils,,
2,S590-599.9,Soils. Soil science,"Including soil surveys, soil chemistry, soil structure, soil-plant relationships",
2,S600-600.7,Agricultural meteorology. Crops and climate,,
2,S602.5-604.37,Methods and systems of culture. Cropping systems,"Including fallowing, rotation of crops, plowing",
2,S604.5-604.64,Agricultural conservation,,
2,S604.8-621.5,"Melioration: Improvement, reclamation, fertilization, irrigation, etc., of lands",,
3,S605.5,Organic farming. Organiculture,,
3,S606-621.5,Special classes of lands and reclamation methods,"Including woodlands, burning of lands, deserts, saline environments, moors",
2,S622-627,Soil conservation and protection,,
2,S631-667,Fertilizers and improvement of the soil,,
2,S671-760.5,Farm machinery and farm engineering,,
2,S770-790.3,Agricultural structures. Farm buildings,,
2,S900-(972),Conservation of natural resources,Including land conservation,
1,SB1-1110,Plant culture,,
2,SB39,"Horticultural voyages, etc.",,
2,SB71-87,History,,
2,SB107-109,Economic botany,,
2,SB109.7-111,Methods for special areas,"Including cold regions, dry farming, tropical agriculture",
2,SB112,Irrigation farming,,
2,SB113.2-118.46,Seeds. Seed technology,,
2,SB118.48-118.75,Nurseries. Nursery industry,,
2,SB119-124,Propagation,"Including breeding, selection, grafting, air layering",
2,SB125,Training and pruning,,
2,SB126,Artificial light gardening,,
2,SB126.5-126.57,Hydroponics. Soilless agriculture,,
2,SB127,Forcing,,
2,SB128,Growth regulators,,
2,SB129-130,"Harvesting, curing, storage",,
2,SB169-172.5,Tree crops,,
2,SB175-177,Food crops,,
2,SB183-317,Field crops,"Including cereals, forage crops, grasses, legumes, root crops, sugar plants, textile plants, alkaloidal plants, medicinal plants",
2,SB317.5-319.864,Horticulture. Horticultural crops,,
2,SB320-353.5,Vegetables,,
2,SB354-402,Fruit and fruit culture,,
3,SB381-386,Berries and small fruits,,
3,SB387-399,Grape culture. Viticulture,,
3,SB401,Nuts,,
2,SB403-450.87,Flowers and flower culture. Ornamental plants,,
3,SB406.7-406.83,Plant propagation,,
3,SB409-413,Culture of individual plants,,
3,SB414,Forcing,,
3,SB414.6-417,Greenhouses and greenhouse culture,,
3,SB418-418.4,Container gardening,,
3,SB419-419.3,Indoor gardening and houseplants,,
3,SB419.5,Roof gardening. Balcony gardening,,
3,SB421-439.8,Classes of plants,"Including annuals, climbers, ferns, lawns, perennials, shrubs",
3,SB441-441.75,Flower shows. Exhibitions,,
3,SB442.5,Care and preparation of cut flowers and ornamental plants for market,,
3,SB442.8-443.4,Marketing. Cut flower industry. Florists,,
3,SB446-446.6,Horticultural service industry,,
3,SB447,"Preservation and reproduction of flowers, fruits, etc.",,
3,SB447.5,Bonkei. Tray landscapes,,
3,SB449-450.87,Flower arrangement and decoration,,
2,SB450.9-467.8,Gardens and gardening,,
2,SB469-(476.4),Landscape gardening. Landscape architecture,,
2,SB481-486,Parks and public reservations,"Including theory, management, history",
2,SB599-990.5,Pests and diseases,,
3,SB608,Individual or types of plants or trees,,
3,SB610-615,"Weeds, parasitic plants, etc.",,
3,SB617-618,Poisonous plants,,
3,SB621-795,Plant pathology,,
3,SB818-945,Economic entomology,,
3,SB950-990.5,Pest control and treatment of diseases. Plant protection,,
4,SB950.9-970.4,Pesticides,,
4,SB973-973.5,Soil disinfection,,
4,SB974-978,Organic plant protection. Biological control,,
4,SB979.5-985,Inspection. Quarantine,,
2,SB992-998,Economic zoology applied to crops. Agricultural zoology,Including animals injurious and beneficial to plants,
1,SD1-669.5,Forestry,,
2,SD11-115,Documents,,
2,SD119,"Voyages, etc.",,
2,SD131-247.5,History of forestry. Forest conditions,,
2,SD250-363.3,Forestry education,,
2,SD388,Forestry machinery and engineering,,
2,SD388.5,Tools and implements,,
2,SD389,Forest roads,,
2,SD390-390.43,Forest soils,,
2,SD390.5-390.7,Forest meteorology. Forest microclimatology,,
2,SD391-410.9,Sylviculture,,
2,SD411-428,Conservation and protection,"Including forest influences, damage by elements, fires, forest reserves",
2,SD430-(559),Exploitation and utilization,"Including timber trees, fuelwood, logging, transportation, valuation",
2,SD561-669.5,Administration. Policy,,
1,SF1-1100,Animal culture,,
2,SF41-55,History,,
2,SF84-84.64,Economic zoology,,
2,SF84.82-85.6,Rangelands. Range management. Grazing,,
2,SF87,Acclimatization,,
2,SF89,Transportation,,
2,SF91,Housing and environmental control,,
2,SF92,Equipment and supplies,,
2,SF94.5-99,Feeds and feeding. Animal nutrition,,
2,SF101-103.5,"Brands and branding, and other means of identifying",,
2,SF105-109,Breeding and breeds,,
2,SF111-113,"Cost, yield, and profit. Accounting",,
2,SF114-121,Exhibitions,,
2,SF170-180,Working animals,,
2,SF191-275,Cattle,,
3,SF221-250,Dairying,,
3,SF250.5-275,Dairy processing. Dairy products,,
2,SF277-360.4,Horses,,
3,SF294.2-297,Horse sports. Horse shows,,
3,SF304.5-307,Driving,,
3,SF308.5-310.5,Horsemanship. Riding,,
3,SF311-312,Draft horses,,
3,SF315-315.5,Ponies,,
3,SF321-359.7,Racing,,
3,SF360-360.4,Feral horses. Wild horses,,
2,SF361-361.73,Donkeys,,
2,SF362,Mules,,
2,SF371-379,Sheep. Wool,,
2,SF380-388,Goats,,
2,SF391-397.83,Swine,,
2,SF402-405,Fur-bearing animals,,
2,SF405.5-407,Laboratory animals,,
2,SF408-408.6,Zoo animals,,
2,SF409,Small animal culture,,
2,SF411-459,Pets,,
3,SF421-440.2,Dogs. Dog racing,,
3,SF441-450,Cats,,
3,SF451-455,Rabbits and hares,,
3,SF456-458.83,Fishes. Aquariums,,
3,SF459,Other animals,,
2,SF461-473,Birds. Cage birds,,
2,SF481-507,Poultry. Eggs,,
2,SF508-(510.6),Game birds,,
2,SF511-511.5,Ostrich,,
2,SF512-513,Ornamental birds,,
2,SF515-515.5,Reptiles,,
2,SF518,Insect rearing,,
2,SF521-539.8,Bee culture,,
2,SF541-560,Sericulture. Silk culture,,
2,SF561,Lac-insects,,
2,SF600-1100,Veterinary medicine,,
3,SF756.5-769.5,Special preclinical sciences,"Including veterinary genetics, ethology, anatomy, physiology, embryology, pathology",
3,SF780.2-780.7,"Veterinary microbiology, bacteriology, virology, mycology",,
3,SF780.9,Veterinary epidemiology. Epizootiology,,
3,SF781-809,Communicable diseases of animals (General),,
3,SF810,Veterinary parasitology,,
3,SF810.5-810.7,Predatory animals and their control,,
3,SF811-909,"Veterinary medicine of special organs, regions, and systems",,
3,SF910,Other diseases and conditions,,
3,SF910.5,Veterinary orthopedics,,
3,SF911-914.4,Veterinary surgery,,
4,SF914.3-914.4,Veterinary traumatology. Veterinary emergencies,,
3,SF914.5,Veterinary acupuncture,,
3,SF915-919.5,Veterinary pharmacology,,
3,SF925,Veterinary physical medicine,,
3,SF951-997.5,Diseases of special classes of animals,,
1,SH1-691,Aquaculture. Fisheries. Angling,,
2,SH20.3-191,Aquaculture,,
3,SH33-134.6,By region or country,,
3,SH138,Mariculture,,
3,SH151-179,Fish culture,,
4,SH171-179,Diseases and adverse factors,,
3,SH185-191,"Frogs, leeches, etc.",,
2,SH201-399,Fisheries,,
3,SH213-216.55,By oceans and seas,,
3,SH219-321,By region or country,,
3,SH327.5-327.7,Fishery resources. Fishery conservation,,
3,SH328-329,Fishery management. Fishery policy,,
3,SH334,Economic aspects. Finance,,
3,SH334.5-334.7,Fishery technology,,
3,SH334.9-336.5,Fishery processing,,
3,SH337,"Packing, transportation, and storage",,
3,SH337.5,Fishing port facilities,,
3,SH343.2-343.3,Fishery oceanography. Fishery meteorology,,
3,SH343.4,Fishery research vessels,,
3,SH343.5,Exploratory fishing,,
3,SH343.8,Navigation,,
3,SH343.9,Safety measures,,
3,SH344-344.8,Methods and gear. Catching of fish,,
3,SH346-351,Fishery for individual species,,
3,SH360-363,Seal fisheries. Fur sealing,,
3,SH364,Sea otter,,
3,SH365-380.92,Shellfish fisheries. Shellfish culture,,
3,SH381-385,Whaling,,
3,SH387,Porpoises. Dolphins,,
3,SH388.7-391.5,Algae culture,,
3,SH393,Seagrasses,,
3,SH396,Sponge fisheries,,
2,SH400-400.8,Seafood gathering,,
2,SH401-691,Angling,"Including tackle, casting, methods of angling, angling for special kinds of fish",
1,SK1-664,Hunting sports,,
2,SK37-39.5,Shooting,,
2,SK40-268,By country,,
2,SK281-293,Special methods and types of hunting,"Including bolos, game calling, tracking, trapping, dressing",
3,SK284-287,Fox hunting,,
3,SK291-292,Coursing,,
3,SK293,Ferreting,,
2,SK295-305,Big game,,
2,SK311-335,Bird hunting. Fowling,,
2,SK336,Varmint hunting (General),,
2,SK337,Predator hunting,,
2,SK341,Other game,,
2,SK351-579,Wildlife management. Game protection,Including annual reports of game commissioners,
2,SK590-593,Wild animal trade,,
2,SK650-664,Wildlife-related recreation,,
0,T,TECHNOLOGY,,
1,T1-995,Technology (General),,
2,T10.5-11.9,Communication of technical information,,
2,T11.95-12.5,Industrial directories,,
3,T55-55.3,Industrial safety. Industrial accident prevention,,
2,T55.4-60.8,Industrial engineering. Management engineering,,
3,T57-57.97,Applied mathematics. Quantitative methods,,
4,T57.6-57.97,Operations research. Systems analysis,,
3,T58.4,Managerial control systems,,
3,T58.5-58.64,Information technology,,
3,T58.6-58.62,Management information systems,,
3,T58.7-58.8,Production capacity. Manufacturing capacity,,
3,T59-59.2,Standardization,,
3,T59.5,Automation,,
3,T59.7-59.77,Human engineering in industry. Man-machine systems,,
3,T60-60.8,Work measurement. Methods engineering,,
2,T61-173,Technical education. Technical schools,,
2,T173.2-174.5,Technological change,,
2,T175-178,Industrial research. Research and development,,
2,T201-342,Patents. Trademarks,,
2,T351-385,Mechanical drawing. Engineering graphics,,
2,T391-995,Exhibitions. Trade shows. World's fairs,,
1,TA1-2040,Engineering (General). Civil engineering (General),,
2,TA164,Bioengineering,,
2,TA165,"Engineering instruments, meters, etc. Industrial instrumentation",,
2,TA166-167,Human engineering,,
2,TA168,Systems engineering,,
2,TA170-171,Environmental engineering,,
2,TA174,Engineering design,,
2,TA177.4-185,Engineering economy,,
2,TA190-194,Management of engineering works,,
2,TA197-198,Engineering meteorology,,
2,TA213-215,"Engineering machinery, tools, and implements",,
2,TA329-348,Engineering mathematics. Engineering analysis,,
2,TA349-359,Mechanics of engineering. Applied mechanics,,
2,TA365-367,Acoustics in engineering. Acoustical engineering,,
2,TA401-492,Materials of engineering and construction. Mechanics of materials,,
2,TA495,Disasters and engineering,,
2,TA501-625,Surveying,,
2,TA630-695,Structural engineering (General),,
2,TA703-712,Engineering geology. Rock mechanics. Soil mechanics. Underground construction,,
2,TA715-787,Earthwork. Foundations,,
2,TA800-820,Tunneling. Tunnels,,
2,TA1001-1280,Transportation engineering,,
2,TA1501-1820,Applied optics. Photonics,,
2,TA2001-2040,Plasma engineering. Applied plasma dynamics,,
1,TC1-978,Hydraulic engineering,,
2,TC160-181,Technical hydraulics,,
2,TC183-201,General preliminary operations. Dredging. Submarine building,,
2,TC203-380,Harbors and coast protective works. Coastal engineering. Lighthouses,,
2,TC401-506,"River, lake, and water-supply engineering (General)",,
2,TC530-537,River protective works. Regulation. Flood control,,
2,TC540-558,Dams. Barrages,,
2,TC601-791,Canals and inland navigation. Waterways,,
2,TC801-978,Irrigation engineering. Reclamation of wasteland. Drainage,,
1,TC1501-1800,Ocean engineering,,
1,TD1-1066,Environmental technology. Sanitary engineering,,
2,TD159-168,Municipal engineering,,
2,TD169-171.8,Environmental protection,,
2,TD172-193.5,Environmental pollution,,
2,TD194-195,Environmental effects of industries and plants,,
2,TD201-500,Water supply for domestic and industrial purposes,,
3,TD419-428,Water pollution,,
1,TD429.5-480.7,Water purification. Water treatment and conditioning. Saline water conversion,,
3,TD481-493,Water distribution systems,,
2,TD511-780,Sewage collection and disposal systems. Sewerage,,
2,TD783-812.5,Municipal refuse. Solid wastes,,
2,TD813-870,Street cleaning. Litter and its removal,,
2,TD878-894,Special types of environment,"Including soil pollution, air pollution, noise pollution",
2,TD895-899,Industrial and factory sanitation,,
3,TD896-899,Industrial and factory wastes,,
2,TD920-934,Rural and farm sanitary engineering,,
2,TD940-949,Low temperature sanitary engineering,,
2,TD1020-1066,Hazardous substances and their disposal,,
1,TE1-450,Highway engineering. Roads and pavements,,
2,TE175-176.5,Highway design. Interchanges and intersections,,
2,TE177-178.8,Roadside development. Landscaping,,
2,TE200-205,Materials for roadmaking,,
2,TE206-209.5,Location engineering,,
2,TE210-228.3,Construction details,"Including foundations, maintenance, equipment",
2,TE250-278.8,Pavements and paved roads,,
2,TE279,Streets,,
2,TE279.5-298,Pedestrian facilities,,
3,TE280-295,Sidewalks. Footpaths. Flagging,,
3,TE298,Curbs. Curbstones,,
1,TF1-1620,Railroad engineering and operation,,
2,TF200-320,Railway construction,,
2,TF340-499,Railway equipment and supplies,,
2,TF501-668,Railway operation and management,,
2,TF670-851,Local and light railways,,
3,TF840-851,Elevated railways and subways,,
2,TF855-1127,Electric railways,,
2,TF1300-1620,High speed ground transporation,,
1,TG1-470,Bridge engineering,,
1,TH1-9745,Building construction,,
2,TH845-895,Architectural engineering. Structural engineering of buildings,,
2,TH900-915,Construction equipment in building,,
2,TH1000-1725,Systems of building construction,"Including fireproof construction, concrete construction",
2,TH2025-3000,Details in building design and construction,"Including walls, roofs",
2,TH3301-3411,Maintenance and repair,,
2,TH4021-4977,Buildings: Construction with reference to use,"Including public buildings, dwellings",
2,TH5011-5701,Construction by phase of the work (Building trades),,
2,TH6014-6081,Environmental engineering of buildings. Sanitary engineering of buildings,,
2,TH6101-6887,Plumbing and pipefitting,,
2,TH7005-7699,Heating and ventilation. Air conditioning,,
2,TH7700-7975,Illumination. Lighting,,
2,TH8001-8581,Decoration and decorative furnishings,,
2,TH9025-9745,Protection of buildings,"Including protection from dampness, fire, burglary",
1,TJ1-1570,Mechanical engineering and machinery,,
2,TJ163.13-163.25,Power resources,,
2,TJ163.26-163.5,Energy conservation,,
2,TJ170-179,Mechanics applied to machinery. Dynamics,,
2,TJ181-210,Mechanical movements,,
2,TJ210.2-211.47,Mechanical devices and figures. Automata. Ingenious mechanisms. Robots (General),,
2,TJ212-225,Control engineering systems. Automatic machinery (General),,
2,TJ227-240,Machine design and drawing,,
2,TJ241-254.7,Machine construction (General),,
2,TJ255-265,Heat engines,,
2,TJ266-267.5,Turbines. Turbomachines (General),,
2,TJ268-740,Steam engineering,,
3,TJ603-695,Locomotives,,
2,TJ751-805,Miscellaneous motors and engines,"Including gas, gasoline, diesel engines",
2,TJ807-830,Renewable energy sources,,
2,TJ836-927,Hydraulic machinery,,
2,TJ940-940.5,Vacuum technology,,
2,TJ950-1030,Pneumatic machinery,,
2,TJ1040-1119,Machinery exclusive of prime movers,,
2,TJ1125-1345,Machine shops and machine shop practice,,
2,TJ1350-1418,Hoisting and conveying machinery,,
2,TJ1425-1475,Lifting and pressing machinery,,
2,TJ1480-1496,Agricultural machinery. Farm machinery,,
2,TJ1501-1519,Sewing machines,,
1,TK1-9971,Electrical engineering. Electronics. Nuclear engineering,,
2,TK301-399,Electric meters,,
2,TK452-454.4,Electric apparatus and materials. Electric circuits. Electric networks,,
2,TK1001-1841,Production of electric energy or power. Powerplants. Central stations,,
2,TK2000-2891,Dynamoelectric machinery and auxiliaries,"Including generators, motors, transformers",
2,TK2896-2985,Production of electricity by direct energy conversion,,
2,TK3001-3521,Distribution or transmission of electric power,,
2,TK4001-4102,Applications of electric power,,
2,TK4125-4399,Electric lighting,,
2,TK4601-4661,Electric heating,,
2,TK5101-6720,Telecommunication,"Including telegraphy, telephone, radio, radar, television",
2,TK7800-8360,Electronics,,
3,TK7885-7895,Computer engineering. Computer hardware,,
3,TK8300-8360,Photoelectronic devices (General),,
2,TK9001-9401,Nuclear engineering. Atomic power,,
2,TK9900-9971,Electricity for amateurs. Amateur constructors' manuals,,
1,TL1-4050,Motor vehicles. Aeronautics. Astronautics,,
2,TL1-484,Motor vehicles. Cycles,,
2,TL500-777,Aeronautics. Aeronautical engineering,,
2,TL780-785.8,Rocket propulsion. Rockets,,
2,TL787-4050,Astronautics. Space travel,,
1,TN1-997,Mining engineering. Metallurgy,,
2,TN263-271,Mineral deposits. Metallic ore deposits. Prospecting,,
2,TN275-325,Practical mining operations. Safety measures,,
2,TN331-347,"Mine transportation, haulage and hoisting. Mining machinery",,
2,TN400-580,Ore deposits and mining of particular metals,,
2,TN600-799,Metallurgy,,
2,TN799.5-948,Nonmetallic minerals,,
2,TN950-997,Building and ornamental stones,,
1,TP1-1185,Chemical technology,,
2,TP155-156,Chemical engineering,,
